Person_ID,Family_Line_ID,Generation,First_Name,Gender,Ethnicity,Mother_ID,Father_ID,Spouse_ID,Shared_Ancestry_Key,DOB,DOD,Longevity_Avg_Lifespan,Generation_Avg_Lifespan,Cause_of_Death,Eye_Color,Hair_Color,Skin_Tone,Blood_Group,Birthmark,Freckles,Baldness,Beard_Style_Trend,Condition_Diabetes,Condition_Heart_Issue,Condition_Asthma,Condition_Color_Blindness,Left_Handed,Is_Twin,Nature_of_Person,Recipes_Cuisine,Family_Traditions,Native_Location,Migration_Path,Socioeconomic_Status,Education_Level,Other_Disease,Passion,Disability,Email,Password
P0481,F03,1,Person_481,F,African,N/A,N/A,N/A,EHCJJG,01-01-1901,01-01-1978,77,83.27751196,Old Age,Green,Gray,Light,A,No,Yes,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Festival_U3,City_2,,Medium,Bachelor's,,,,person481.p0481@kulsetufamily.com,58f68cc2a1085137e30c1fd8559e84ecd0bf1e3f6389f3ae76e003d9fc39d779
P0482,F01,1,Person_482,F,Mixed,N/A,N/A,N/A,EJGHHJ,01-01-1910,01-01-1992,82,84.55913978,Old Age,Hazel,Black,Medium,O,No,Yes,No,N/A,No,No,No,No,No,No,Calm,Sweet_R1,Festival_U3,City_2,,High,High School,,,,person482.p0482@kulsetufamily.com,667c47d86997062ba8138cebc42180eb9a0377a3680ab4c062c8fbdc0ebe51ef
P0483,F02,1,Person_483,M,Mixed,N/A,N/A,N/A,ECJCDA,01-01-1917,01-01-2000,83,84.40932642,Old Age,Hazel,Red,Light,O,No,No,No,Moustache,No,No,No,No,No,No,Introvert,Sweet_R2,Festival_U2,City_4,,Low,PhD,,,,person483.p0483@kulsetufamily.com,9d2b37613fb4c306d10716a3cd90b8a44a18081cd9e584f848ee0b8920994fd2
P0484,F05,1,Person_484,M,East Asian,N/A,N/A,N/A,HEGDCF,01-01-1902,31-12-1988,87,82.87634409,Accident,Blue,Red,Medium,O,No,No,No,Full Beard,No,No,No,No,Yes,No,Aggressive,Sweet_R1,Ritual_S3,City_2,,Medium,PhD,,,,person484.p0484@kulsetufamily.com,9b6c930d4495dfd42834a60fa0861c470cd6000ffd9a30f20a7025925d7b9d6a
P0485,F01,1,Person_485,F,Mixed,N/A,N/A,N/A,GDCEFE,01-01-1904,01-01-1996,92,84.55913978,Infection,Green,Blonde,Medium,O,No,No,No,N/A,No,No,No,No,No,No,Introvert,Sweet_R2,Festival_U1,City_5,,Medium,High School,,,,person485.p0485@kulsetufamily.com,2e1fa14a6c78886a0592e411605acc8863a5bc6687a02b759deabfaf68334d6a
P0486,F02,1,Person_486,F,African,N/A,N/A,N/A,AHFJDD,01-01-1900,02-01-1980,80,84.40932642,Infection,Blue,Blonde,Medium,AB,No,Yes,No,N/A,No,No,No,Yes,No,No,Calm,Sweet_R2,Ritual_S3,City_5,,Low,High School,,,,person486.p0486@kulsetufamily.com,f5e0bf6b47fcd7b55ff4c5994831952bff807d63581f1e0b4889afd08fefa213
P0487,F04,1,Person_487,M,South Asian,N/A,N/A,N/A,JJJHBE,01-01-1919,01-01-1991,72,82.9787234,Heart Failure,Green,Gray,Dark,B,No,Yes,No,Full Beard,No,Yes,No,No,No,No,Aggressive,Festive_F1,Festival_U2,City_5,,Low,High School,,,,person487.p0487@kulsetufamily.com,c7433aa8853744564ec19174995286214c5eca3e28e9aa7d5b25dae07f392ae8
P0488,F01,1,Person_488,F,South Asian,N/A,N/A,N/A,IEGHBI,01-01-1917,01-01-1996,79,84.55913978,Infection,Green,Red,Dark,AB,No,Yes,No,N/A,No,No,No,No,Yes,No,Calm,Sweet_R3,Ritual_S1,City_4,,Medium,PhD,,,,person488.p0488@kulsetufamily.com,af9cce3dd10609106383131ce998ee4e8226432297af259b2239aedc21e10278
P0489,F03,1,Person_489,F,Mixed,N/A,N/A,N/A,GEIFDD,01-01-1900,01-01-1978,78,83.27751196,Infection,Green,Black,Light,AB,No,No,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F1,Ritual_S2,City_2,,High,PhD,,,,person489.p0489@kulsetufamily.com,465d9fcd3e3f5aed6c6d4a6567d4b27293baa2b7d38604b8d87d604afc590784
P0490,F05,1,Person_490,M,Western European,N/A,N/A,N/A,BADGFI,01-01-1912,01-01-1996,84,82.87634409,Accident,Hazel,Gray,Dark,A,No,Yes,No,Moustache,No,No,No,No,No,No,Introvert,Festive_F3,Festival_U1,City_3,,Medium,Bachelor's,,,,person490.p0490@kulsetufamily.com,bb38131c399d307fe4d2977ea956a4719b7d60b5b9dfea0738be6dbb0e82df9d
P0491,F02,1,Person_491,M,East Asian,N/A,N/A,N/A,CAIFBI,01-01-1907,31-12-1993,87,84.40932642,Infection,Green,Blonde,Dark,AB,No,Yes,No,Moustache,No,No,Yes,No,Yes,No,Extrovert,Festive_F2,Festival_U1,Village_3,,Medium,High School,,,,person491.p0491@kulsetufamily.com,7ae468bdc95618fb5d0e174483ab1dbf9d5091c481d2bed91099ee5deb293345
P0492,F03,1,Person_492,F,African,N/A,N/A,N/A,DGGDFC,01-01-1917,01-01-2000,83,83.27751196,Infection,Hazel,Brown,Medium,AB,Yes,No,No,N/A,No,No,No,No,No,No,Artistic,Sweet_R1,Festival_U2,Village_2,,High,Bachelor's,,,,person492.p0492@kulsetufamily.com,16304b657cc5162753cd647892a2921549d446d5de6dd49f15fecd7f2c825b67
P0493,F05,1,Person_493,M,African,N/A,N/A,N/A,EEDICH,01-01-1907,31-12-2000,94,82.87634409,Accident,Hazel,Brown,Medium,B,No,No,No,Full Beard,No,No,No,No,Yes,No,Artistic,Festive_F3,Ritual_S2,City_2,,High,Bachelor's,,,,person493.p0493@kulsetufamily.com,8be65a79f6483a1006a7b491643a3b6fc79965a03dad36041aafbdc1b7d87c55
P0494,F03,1,Person_494,M,East Asian,N/A,N/A,N/A,DAFBGD,01-01-1910,01-01-2004,94,83.27751196,Accident,Hazel,Black,Light,A,Yes,No,No,Moustache,No,No,Yes,No,No,No,Introvert,Festive_F3,Ritual_S1,Village_9,,Medium,High School,,,,person494.p0494@kulsetufamily.com,5951dea8038543632219c7724946e4e394779e3b926d947ce8b234adaa410a69
P0495,F02,1,Person_495,F,East Asian,N/A,N/A,N/A,AGABHB,01-01-1908,31-12-1984,77,84.40932642,Infection,Green,Gray,Dark,A,Yes,No,No,N/A,No,No,No,No,No,No,Extrovert,Sweet_R2,Ritual_S2,City_3,,High,Bachelor's,,,,person495.p0495@kulsetufamily.com,2a163c213c2fa3a1aefb586a273e0037c47127d482b231e8d1104e47e785665f
P0496,F05,1,Person_496,M,South Asian,N/A,N/A,N/A,JGAEJH,01-01-1916,31-12-1997,82,82.87634409,Old Age,Brown,Gray,Medium,AB,No,No,No,Moustache,No,No,No,No,No,No,Aggressive,Sweet_R3,Ritual_S3,Village_6,,Low,PhD,,,,person496.p0496@kulsetufamily.com,f3165f284fb4a3fd9d6cc1cc0e19917cde9199bb3952f48383d455cabfde99d3
P0497,F03,1,Person_497,F,Mixed,N/A,N/A,N/A,GGIGDB,01-01-1914,01-01-2008,94,83.27751196,Accident,Brown,Black,Medium,O,No,Yes,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Ritual_S3,City_9,,Medium,High School,,,,person497.p0497@kulsetufamily.com,e83b0d44f2bf467ca4ac20e37e0a3fe4abdf5f236e44f696299a7266e3ba55aa
P0498,F05,1,Person_498,F,African,N/A,N/A,N/A,FEEFJI,01-01-1913,01-01-2006,93,82.87634409,Accident,Blue,Red,Dark,AB,Yes,Yes,No,N/A,No,No,No,No,Yes,No,Calm,Sweet_R1,Festival_U1,Village_2,,High,Bachelor's,,,,person498.p0498@kulsetufamily.com,9169ead558dba6533faeb317e7686cd108eeb16419c36b9625bf652652b4a1f5
P0499,F04,1,Person_499,F,Western European,N/A,N/A,N/A,FEAJGA,01-01-1900,02-01-1984,84,82.9787234,Organ Failure,Hazel,Brown,Light,A,No,No,No,N/A,Yes,No,No,No,Yes,No,Aggressive,Sweet_R2,Festival_U1,City_9,,Low,Bachelor's,,,,person499.p0499@kulsetufamily.com,1a14be783c056029bbef986ef3432f79a7d3ef55757062466d2fa4d5bbb62f0c
P0500,F04,1,Person_500,F,South Asian,N/A,N/A,N/A,IDCAHD,01-01-1917,01-01-2010,93,82.9787234,Infection,Brown,Black,Dark,A,No,No,No,N/A,No,No,Yes,No,No,No,Extrovert,Sweet_R2,Festival_U2,City_8,,Low,Bachelor's,,,,person500.p0500@kulsetufamily.com,85dfdc089c2859c4094af27014dce87782cb0e03c53f710cb377f7dec05e2581
P0501,F04,1,Person_501,F,African,N/A,N/A,N/A,EACJFJ,01-01-1903,31-12-1984,82,82.9787234,Infection,Green,Red,Light,O,No,No,No,N/A,No,No,No,No,No,No,Spiritual,Festive_F3,Ritual_S3,City_4,,Low,PhD,,,,person501.p0501@kulsetufamily.com,92d1dd8516c698c48bb4c7876ab27091d74e75f9d1140c12cbbf445067c0637a
P0502,F04,1,Person_502,M,South Asian,N/A,N/A,N/A,CDHJCB,01-01-1914,01-01-2000,86,82.9787234,Old Age,Brown,Blonde,Medium,O,No,Yes,No,Moustache,No,No,No,No,Yes,No,Aggressive,Festive_F1,Festival_U1,City_8,,Medium,Bachelor's,,,,person502.p0502@kulsetufamily.com,9471e41196c5c6890eeb76dc4bcd6ddc43d42e6d43dd6fc88de43579d2f16cf5
P0503,F03,1,Person_503,F,South Asian,N/A,N/A,N/A,HJBHEG,01-01-1914,01-01-1992,78,83.27751196,Infection,Blue,Blonde,Medium,B,No,Yes,No,N/A,No,No,Yes,No,Yes,No,Artistic,Festive_F3,Ritual_S3,City_2,,Medium,Bachelor's,,,,person503.p0503@kulsetufamily.com,5752e504557b361632ee37a55d98dd0fe15f71b13474ffce31897c4c553359b0
P0504,F03,1,Person_504,M,Western European,N/A,N/A,N/A,AJCIAI,01-01-1907,31-12-1989,83,83.27751196,Accident,Green,Brown,Dark,O,No,No,No,Moustache,No,No,No,No,Yes,No,Spiritual,Sweet_R3,Festival_U2,Village_1,,Low,High School,,,,person504.p0504@kulsetufamily.com,9a0f486a3cab7be886beb173d44cd4af3580ae9db067502f2fca7004853e36c9
P0505,F01,1,Person_505,F,East Asian,N/A,N/A,N/A,IAFAFD,01-01-1919,31-12-2008,90,84.55913978,Old Age,Blue,Brown,Dark,O,Yes,No,No,N/A,No,No,No,No,Yes,No,Artistic,Festive_F2,Festival_U2,Village_5,,High,PhD,,,,person505.p0505@kulsetufamily.com,7f514110b3b5838b211e885b2a434b5247b41e9c1190ec299323abea2b951f7d
P0506,F05,1,Person_506,M,African,N/A,N/A,N/A,JIDEEG,01-01-1905,01-01-1996,91,82.87634409,Accident,Green,Brown,Medium,B,Yes,No,No,Full Beard,No,No,No,No,No,No,Introvert,Sweet_R3,Festival_U1,Village_5,,Low,PhD,,,,person506.p0506@kulsetufamily.com,0563ff4c93e3faf0f213655dca9eccf0e71be2c887d9261669f1cad69b6025c0
P0507,F03,1,Person_507,F,Mixed,N/A,N/A,N/A,FEBCEB,01-01-1915,01-01-1991,76,83.27751196,Infection,Hazel,Black,Light,AB,No,Yes,No,N/A,No,No,No,No,No,No,Spiritual,Festive_F2,Festival_U1,City_9,,Medium,PhD,,,,person507.p0507@kulsetufamily.com,798065d71f820e10f1fe859add2f894367f0c29f914ea2a4feaa128fcebad234
P0508,F02,1,Person_508,F,African,N/A,N/A,N/A,AGAGFH,01-01-1904,31-12-1997,94,84.40932642,Accident,Green,Black,Dark,A,No,Yes,No,N/A,No,No,No,No,Yes,No,Aggressive,Festive_F1,Ritual_S3,Village_8,,Medium,High School,,,,person508.p0508@kulsetufamily.com,f4d14fd980b99a4e8b1663c5793028fed379b7b1013e461c103743853961c699
P0509,F01,1,Person_509,F,Western European,N/A,N/A,N/A,BGFEIB,01-01-1910,01-01-2002,92,84.55913978,Old Age,Brown,Red,Light,B,No,Yes,No,N/A,No,No,No,No,No,No,Spiritual,Festive_F1,Festival_U2,Village_9,,Low,PhD,,,,person509.p0509@kulsetufamily.com,8ce64179493aaa82a42373fe774dcbd89516212010542c660ba8125613898d48
P0510,F01,1,Person_510,F,East Asian,N/A,N/A,N/A,GGCAGG,01-01-1900,01-01-1977,77,84.55913978,Old Age,Hazel,Black,Light,B,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Sweet_R3,Festival_U3,Village_5,,High,PhD,,,,person510.p0510@kulsetufamily.com,ebe825897706c7d2c414b860ef3ba2c235316858bf3ca8109cdbe4e5aa58351f
P0511,F04,1,Person_511,F,South Asian,N/A,N/A,N/A,HEGJGH,01-01-1909,01-01-1985,76,82.9787234,Infection,Green,Brown,Light,A,No,No,No,N/A,No,No,No,No,No,No,Extrovert,Sweet_R1,Ritual_S2,Village_1,,Low,High School,,,,person511.p0511@kulsetufamily.com,66e18db2ac8c67e92d812ae69c5f2a340dd250b361f213108932ed75c7b95c82
P0512,F05,1,Person_512,F,South Asian,N/A,N/A,N/A,FJJABD,01-01-1900,01-01-1986,86,82.87634409,Old Age,Hazel,Blonde,Medium,O,No,Yes,No,N/A,No,No,No,No,Yes,No,Artistic,Festive_F3,Festival_U3,Village_4,,Medium,PhD,,,,person512.p0512@kulsetufamily.com,03f525f93e4be4905bfc01c011464c3ebc5ba225b24d359a08e9bf0c7f273c30
P0513,F05,1,Person_513,M,South Asian,N/A,N/A,N/A,DGEAFB,01-01-1913,01-01-1989,76,82.87634409,Accident,Blue,Red,Dark,B,No,Yes,No,Moustache,No,No,Yes,No,Yes,No,Calm,Festive_F1,Ritual_S3,City_5,,Medium,High School,,,,person513.p0513@kulsetufamily.com,6f1f2449f91df97255ce54b4923f4c36f922cfca6968fa562b845bf41d214e40
P0514,F02,1,Person_514,M,South Asian,N/A,N/A,N/A,FDEEEG,01-01-1918,01-01-1999,81,84.40932642,Infection,Brown,Blonde,Dark,O,No,No,No,Full Beard,No,No,No,No,No,No,Introvert,Festive_F3,Festival_U3,Village_9,,High,Bachelor's,,,,person514.p0514@kulsetufamily.com,2358cdfbaae30f51b22dad14bb65797724fe1e44bbaab2675af0d9f97ac124a0
P0515,F04,1,Person_515,M,Western European,N/A,N/A,N/A,GAAJGC,01-01-1905,01-01-1991,86,82.9787234,Accident,Green,Red,Light,B,No,No,No,Moustache,No,No,No,No,Yes,No,Artistic,Sweet_R1,Festival_U1,City_8,,High,Bachelor's,,,,person515.p0515@kulsetufamily.com,6dc58692788fedb9c1ab51d1cbac3af586274a24447eebc80607f0a3fb8d7ec8
P0516,F05,1,Person_516,M,East Asian,N/A,N/A,N/A,HDIGBG,01-01-1917,01-01-1997,80,82.87634409,Accident,Green,Blonde,Light,O,No,Yes,No,Full Beard,No,No,No,No,No,No,Aggressive,Festive_F3,Festival_U2,City_4,,Medium,Bachelor's,,,,person516.p0516@kulsetufamily.com,a9e1e93ab80409a88a44d764aa41a2940d9aa1d295f2264decf43217573ad304
P0517,F02,1,Person_517,F,Mixed,N/A,N/A,N/A,JIGGDJ,01-01-1918,31-12-1996,79,84.40932642,Old Age,Green,Black,Light,A,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Sweet_R1,Ritual_S2,Village_7,,High,High School,,,,person517.p0517@kulsetufamily.com,7341f232d6daef96a62767e9db503c430138d5d46dfafdf5e916a1f85ba0444d
P0518,F04,1,Person_518,F,African,N/A,N/A,N/A,DCJFCB,01-01-1902,01-01-1994,92,82.9787234,Infection,Brown,Red,Medium,B,No,No,No,N/A,No,No,No,No,No,No,Extrovert,Festive_F1,Ritual_S3,Village_9,,Medium,PhD,,,,person518.p0518@kulsetufamily.com,84a8ceff0816236da13f46fc2839d79c27bdb9f24e95600db3d28daeb678c7b8
P0519,F03,1,Person_519,M,Mixed,N/A,N/A,N/A,BJCAAD,01-01-1916,01-01-2004,88,83.27751196,Infection,Hazel,Gray,Dark,B,No,No,No,Full Beard,Yes,No,No,No,No,No,Spiritual,Festive_F1,Ritual_S3,City_9,,Low,High School,,,,person519.p0519@kulsetufamily.com,f94a4e12c73ca6cf55e09d66b4caa4796ca657bc4aba99d6f8d7da77195a36f5
P0520,F05,1,Person_520,F,East Asian,N/A,N/A,N/A,FJGGJG,01-01-1909,01-01-2001,92,82.87634409,Infection,Green,Brown,Dark,AB,Yes,Yes,No,N/A,No,No,No,No,Yes,No,Introvert,Festive_F3,Festival_U3,Village_2,,Medium,Bachelor's,,,,person520.p0520@kulsetufamily.com,28bcd55583896dd7d87e59fa6b219cfc172daf81623beb494b6bcd9089857bc0
P0521,F01,1,Person_521,M,Western European,N/A,N/A,N/A,CDJGHE,01-01-1918,01-01-2006,88,84.55913978,Infection,Blue,Blonde,Dark,AB,Yes,No,No,Moustache,No,No,No,No,Yes,No,Spiritual,Festive_F3,Festival_U3,City_2,,High,Bachelor's,,,,person521.p0521@kulsetufamily.com,01d5b6e726d92fcdbf30baefaaf551768a741cdc8f15dff54c311fa12e380a3d
P0522,F03,1,Person_522,F,South Asian,N/A,N/A,N/A,DIDCAC,01-01-1917,01-01-1993,76,83.27751196,Heart Failure,Blue,Red,Dark,O,No,No,No,N/A,No,Yes,No,No,No,No,Introvert,Festive_F1,Ritual_S2,City_5,,High,PhD,,,,person522.p0522@kulsetufamily.com,fcd749ff9ed3c28842fc201b964e857944a1a3affe919024fb2dd717f6a4c3d5
P0523,F05,1,Person_523,M,Mixed,N/A,N/A,N/A,JAHCIF,01-01-1909,01-01-1996,87,82.87634409,Old Age,Green,Blonde,Dark,A,No,No,No,Moustache,No,No,No,No,No,No,Artistic,Festive_F3,Festival_U3,Village_2,,High,Bachelor's,,,,person523.p0523@kulsetufamily.com,08ed3ea1f5e1b646847929747f5a58641a53bdb87ac3b52c8d312ff14f8d3812
P0524,F05,1,Person_524,F,Western European,N/A,N/A,N/A,JJFFAA,01-01-1905,01-01-1999,94,82.87634409,Old Age,Green,Red,Light,A,No,Yes,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F3,Festival_U2,Village_4,,High,High School,,,,person524.p0524@kulsetufamily.com,394857ed5ec2155fba47dcb6108186a5cf0dd60c768987eb92a8c55b0b76e65f
P0525,F02,1,Person_525,F,Mixed,N/A,N/A,N/A,JDBDGF,01-01-1917,01-01-1994,77,84.40932642,Old Age,Green,Black,Dark,B,No,No,No,N/A,No,No,No,No,Yes,No,Artistic,Festive_F3,Ritual_S3,City_1,,Medium,High School,,,,person525.p0525@kulsetufamily.com,814c1c38d81e498a13644f70ea9a3b0a3ac86a381666e23285548c23348abd34
P0526,F05,1,Person_526,F,East Asian,N/A,N/A,N/A,DJJFBF,01-01-1907,31-12-2001,95,82.87634409,Infection,Hazel,Brown,Light,AB,No,No,No,N/A,No,No,No,No,No,No,Introvert,Sweet_R1,Festival_U3,City_2,,Medium,PhD,,,,person526.p0526@kulsetufamily.com,334f029a00280734416cf58571606c137275909e6d6a492366c5adafb31fe3ab
P0527,F03,1,Person_527,F,African,N/A,N/A,N/A,AJEFCE,01-01-1918,01-01-1994,76,83.27751196,Accident,Blue,Brown,Medium,A,No,No,No,N/A,No,No,No,No,Yes,No,Aggressive,Festive_F3,Festival_U2,Village_3,,Low,Bachelor's,,,,person527.p0527@kulsetufamily.com,b0865c299cb1f10b7d74e4ff190f5e12b647e4370bbd2e25ab9406b28a4c3161
P0528,F02,1,Person_528,M,South Asian,N/A,N/A,N/A,ECFJGA,01-01-1900,02-01-1980,80,84.40932642,Old Age,Brown,Black,Dark,AB,No,No,No,Moustache,No,No,No,No,Yes,No,Introvert,Festive_F3,Festival_U3,City_1,,Low,PhD,,,,person528.p0528@kulsetufamily.com,baf6425525503d7201d9caf582a5337d9a1d81df38949661d71304463520705e
P0529,F02,1,Person_529,M,East Asian,N/A,N/A,N/A,ICEGEE,01-01-1918,01-01-2008,90,84.40932642,Old Age,Blue,Blonde,Dark,A,No,No,No,Moustache,No,No,No,No,No,No,Introvert,Sweet_R1,Festival_U1,City_5,,Low,Bachelor's,,,,person529.p0529@kulsetufamily.com,55fd38640b512e59227e2e4e57e47ef74a5a9df7ca752683e1982fe331acbf57
P0530,F04,1,Person_530,M,East Asian,N/A,N/A,N/A,IGIJBB,01-01-1918,01-01-2000,82,82.9787234,Old Age,Hazel,Red,Medium,O,No,No,No,Full Beard,No,No,No,No,No,No,Spiritual,Festive_F3,Festival_U2,City_2,,Low,Bachelor's,,,,person530.p0530@kulsetufamily.com,f3d3ffcb8b8b885812c92949727d1de06fb3d3405c69b8e4949ef3b10c14649e
P0531,F03,1,Person_531,M,East Asian,N/A,N/A,N/A,AFBEAH,01-01-1902,01-01-1979,77,83.27751196,Accident,Blue,Red,Dark,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Aggressive,Festive_F3,Festival_U2,City_6,,High,Bachelor's,,,,person531.p0531@kulsetufamily.com,cb8dae8d79da2f76671e58e37a65e6363826ce3157de6ef0bb2356227a88c395
P0532,F05,1,Person_532,F,South Asian,N/A,N/A,N/A,FDFBGG,01-01-1919,31-12-1997,79,82.87634409,Infection,Blue,Gray,Medium,O,Yes,No,No,N/A,No,No,No,No,Yes,No,Introvert,Sweet_R3,Festival_U2,City_1,,Medium,High School,,,,person532.p0532@kulsetufamily.com,63ca6c84a35509bad1ead3c66ae40f31429891f0da985b352a84ea8b299e203f
P0533,F05,1,Person_533,M,East Asian,N/A,N/A,N/A,EDIGEG,01-01-1903,31-12-1996,94,82.87634409,Accident,Blue,Blonde,Dark,A,No,No,No,Full Beard,No,No,No,No,Yes,No,Introvert,Festive_F1,Festival_U2,Village_3,,Medium,High School,,,,person533.p0533@kulsetufamily.com,2f19e60d1b8126b50654c1f3405ac66f8631603a49671ab41d10f778d5c8bf0d
P0534,F02,1,Person_534,F,Western European,N/A,N/A,N/A,FBBIIH,01-01-1904,31-12-1993,90,84.40932642,Old Age,Green,Black,Dark,O,No,No,No,N/A,No,No,No,No,Yes,No,Introvert,Sweet_R3,Ritual_S3,City_7,,High,PhD,,,,person534.p0534@kulsetufamily.com,b39d940f94a12e2b102993bbfdfa1763414ca622ed2aed86c34b8a856b81a566
P0535,F05,1,Person_535,M,African,N/A,N/A,N/A,AIDBCG,01-01-1915,31-12-1989,75,82.87634409,Infection,Blue,Red,Dark,AB,No,No,No,Full Beard,No,Yes,No,No,No,No,Spiritual,Sweet_R3,Ritual_S1,City_3,,Low,High School,,,,person535.p0535@kulsetufamily.com,60de24bb92e50d9bd8b11a47db5553b527d2775f0d32efce5beafd1e821c0664
P0536,F03,1,Person_536,F,Mixed,N/A,N/A,N/A,ICFJAA,01-01-1900,02-01-1980,80,83.27751196,Accident,Brown,Brown,Dark,B,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F1,Ritual_S1,City_6,,Low,PhD,,,,person536.p0536@kulsetufamily.com,d590331d74bc436c712ec157fb6f9aec27fd9fe0da192cf7716622f9a59fab81
P0537,F01,1,Person_537,M,South Asian,N/A,N/A,N/A,JFFAJC,01-01-1902,01-01-1978,76,84.55913978,Infection,Hazel,Black,Medium,AB,No,No,No,Full Beard,No,No,No,No,No,No,Spiritual,Sweet_R3,Ritual_S3,Village_6,,High,High School,,,,person537.p0537@kulsetufamily.com,afab6a1955847877cb5dfae9d3f13c687aa459830e84652dfd008b2f9e523e88
P0538,F02,1,Person_538,F,Mixed,N/A,N/A,N/A,JJFCDH,01-01-1908,31-12-2001,94,84.40932642,Accident,Hazel,Gray,Medium,O,Yes,No,No,N/A,No,No,No,No,No,No,Aggressive,Festive_F3,Festival_U3,City_5,,Low,High School,,,,person538.p0538@kulsetufamily.com,378acd2b0be49a2e441fd8f5116483431faf0d872ed2b45daffeedbe8ff52db4
P0539,F01,1,Person_539,M,Mixed,N/A,N/A,N/A,IEHFCH,01-01-1920,01-01-2012,92,84.55913978,Accident,Green,Blonde,Medium,O,Yes,No,No,Full Beard,No,No,No,No,No,No,Aggressive,Sweet_R3,Ritual_S1,Village_8,,High,Bachelor's,,,,person539.p0539@kulsetufamily.com,d4af9d0628d6d1b06b3049c1dc4e17ff758572b1b8df28e984d8b0261f7a4db3
P0540,F01,1,Person_540,F,African,N/A,N/A,N/A,ADDIFF,01-01-1912,31-12-2000,89,84.55913978,Infection,Hazel,Blonde,Light,B,Yes,No,No,N/A,No,No,No,No,No,No,Calm,Sweet_R1,Ritual_S3,Village_6,,High,High School,,,,person540.p0540@kulsetufamily.com,56ac1b88e83f91efabfc8db3a168ba20c1f27aa245b1bad50fdd2c2de71160c8
P0541,F01,1,Person_541,M,Western European,N/A,N/A,N/A,DHDDGE,01-01-1916,31-12-2008,93,84.55913978,Old Age,Green,Gray,Light,AB,No,Yes,Yes,Moustache,No,No,No,No,No,No,Spiritual,Sweet_R2,Festival_U1,City_2,,Low,PhD,,,,person541.p0541@kulsetufamily.com,e676cfc654b2455b2193232a04bfad46720063ed399103f13987ae7b054cc844
P0542,F01,1,Person_542,F,Western European,N/A,N/A,N/A,HICECJ,01-01-1903,31-12-1993,91,84.55913978,Accident,Brown,Black,Medium,A,No,No,No,N/A,No,No,No,No,Yes,No,Spiritual,Festive_F3,Ritual_S3,Village_2,,Medium,Bachelor's,,,,person542.p0542@kulsetufamily.com,c95974bcbca1e889a904fa27acea172c64ef03c163ec55f821cceb783efffac4
P0543,F03,1,Person_543,M,Mixed,N/A,N/A,N/A,JDFDGH,01-01-1910,01-01-1991,81,83.27751196,Old Age,Blue,Blonde,Dark,O,No,No,No,Moustache,No,No,No,No,No,No,Spiritual,Festive_F3,Ritual_S3,City_6,,Low,High School,,,,person543.p0543@kulsetufamily.com,c5b68917541262a90d757fa3546a3f174010d20bdac082e7610291a05fe7ec56
P0544,F01,1,Person_544,M,South Asian,N/A,N/A,N/A,IFJDCB,01-01-1914,01-01-1991,77,84.55913978,Old Age,Green,Black,Dark,O,Yes,No,No,Full Beard,No,No,No,No,No,No,Aggressive,Festive_F1,Ritual_S2,Village_1,,Low,PhD,,,,person544.p0544@kulsetufamily.com,e57a77c8f3870779249e68ffb0e339c6a8290c9b2cc54efd57d090f0cea5d519
P0545,F03,1,Person_545,F,South Asian,N/A,N/A,N/A,AIHBII,01-01-1916,31-12-1992,77,83.27751196,Old Age,Blue,Blonde,Medium,O,No,Yes,No,N/A,No,No,No,No,Yes,No,Aggressive,Festive_F3,Ritual_S3,Village_1,,High,Bachelor's,,,,person545.p0545@kulsetufamily.com,676890b032376ce5f9ba139da414567245ee6180b792e72f2b6afe8e6fc9a42a
P0546,F01,1,Person_546,M,South Asian,N/A,N/A,N/A,EFFFAH,01-01-1919,31-12-2004,86,84.55913978,Accident,Blue,Red,Light,AB,No,Yes,No,Full Beard,No,No,No,No,Yes,No,Extrovert,Sweet_R3,Ritual_S1,City_4,,High,PhD,,,,person546.p0546@kulsetufamily.com,aac21d0f1b948add2a08de52bcc9bc5f882cdfb59100545056d4c69473cc6185
P0547,F01,1,Person_547,F,Mixed,N/A,N/A,N/A,DJCFFB,01-01-1909,01-01-1991,82,84.55913978,Accident,Hazel,Red,Dark,O,No,No,No,N/A,Yes,No,No,No,Yes,No,Calm,Sweet_R1,Festival_U3,Village_8,,Medium,PhD,,,,person547.p0547@kulsetufamily.com,9b43a7e2434b43b62fa189ceb03ae402997eba414f1148a87f8bdccfe1400499
P0548,F03,1,Person_548,M,South Asian,N/A,N/A,N/A,IECFIH,01-01-1915,31-12-1996,82,83.27751196,Infection,Hazel,Brown,Light,AB,No,Yes,No,Full Beard,No,No,No,No,No,No,Calm,Sweet_R2,Festival_U2,Village_5,,Low,PhD,,,,person548.p0548@kulsetufamily.com,f3b8405051db0fd4376b1912e2c41f9b9b440d0d666bf745c79e63ff05fc21b6
